payment_id,loan_id,payment_date,amount_due,amount_paid,payment_status,days_overdue
40996,30034,2024-06-01,3878.18,3878.18,Paid,0
40997,30034,2024-07-04,3878.18,3878.18,Paid,0
40998,30034,2024-07-30,3878.18,3878.18,Paid,0
40999,30034,2024-08-29,3878.18,3878.18,Paid,0
41000,30034,2024-10-01,3878.18,3878.18,Paid,0
41001,30034,2024-10-27,3878.18,3878.18,Paid,0
41002,30034,2024-11-27,3878.18,3878.18,Paid,0
41003,30034,2024-12-27,3878.18,3878.18,Paid,0
41004,30034,2025-01-29,3878.18,3878.18,Paid,0
41005,30034,2025-02-25,3878.18,870.34,Partial,9
41006,30034,2025-03-31,3878.18,3878.18,Paid,0
41007,30034,2025-04-26,3878.18,3878.18,Paid,0
41008,30034,2025-05-28,3878.18,3878.18,Paid,0
41009,30034,2025-06-24,3878.18,3878.18,Paid,0
41010,30034,2025-07-24,3878.18,3878.18,Paid,0
41011,30034,2025-08-27,3878.18,1744.15,Partial,54
41012,30034,2025-09-25,3878.18,3878.18,Paid,0
41013,30034,2025-10-23,3878.18,3878.18,Paid,0
41014,30034,2025-11-23,3878.18,3878.18,Paid,0
41015,30034,2025-12-24,3878.18,3878.18,Paid,0
41016,30034,2026-01-21,3878.18,3878.18,Paid,0
41017,30034,2026-02-19,3878.18,3878.18,Paid,0
41018,30034,2026-03-26,3878.18,3878.18,Paid,0
41019,30034,2026-04-20,3878.18,3878.18,Paid,0
41020,30034,2026-05-22,3878.18,3878.18,Paid,0
41021,30035,2024-01-01,178.41,178.41,Paid,0
41022,30035,2024-02-01,178.41,178.41,Paid,0
41023,30035,2024-03-05,178.41,0,Missed,42
41024,30035,2024-04-02,178.41,178.41,Paid,0
41025,30035,2024-05-04,178.41,178.41,Paid,0
41026,30035,2024-06-02,178.41,178.41,Paid,0
41027,30035,2024-07-04,178.41,178.41,Paid,0
41028,30035,2024-07-29,178.41,178.41,Paid,0
41029,30035,2024-08-29,178.41,178.41,Paid,0
41030,30035,2024-09-30,178.41,178.41,Paid,0
41031,30035,2024-10-28,178.41,178.41,Paid,0
41032,30035,2024-11-26,178.41,178.41,Paid,0
41033,30035,2024-12-28,178.41,178.41,Paid,0
41034,30035,2025-01-28,178.41,178.41,Paid,0
41035,30035,2025-02-28,178.41,178.41,Paid,0
41036,30035,2025-03-29,178.41,178.41,Paid,0
41037,30035,2025-04-30,178.41,178.41,Paid,0
41038,30035,2025-05-29,178.41,178.41,Paid,0
41039,30035,2025-06-24,178.41,178.41,Paid,0
41040,30035,2025-07-24,178.41,178.41,Paid,0
41041,30035,2025-08-24,178.41,178.41,Paid,0
41042,30035,2025-09-26,178.41,178.41,Paid,0
41043,30035,2025-10-25,178.41,178.41,Paid,0
41044,30035,2025-11-26,178.41,60.31,Partial,10
41045,30035,2025-12-23,178.41,178.41,Paid,0
41046,30035,2026-01-21,178.41,178.41,Paid,0
41047,30035,2026-02-20,178.41,178.41,Paid,0
41048,30035,2026-03-22,178.41,178.41,Paid,0
41049,30035,2026-04-24,178.41,178.41,Paid,0
41050,30035,2026-05-23,178.41,178.41,Paid,0
41051,30036,2024-01-05,1170.05,1170.05,Paid,0
41052,30036,2024-02-03,1170.05,1170.05,Paid,0
41053,30036,2024-03-04,1170.05,1170.05,Paid,0
41054,30036,2024-04-05,1170.05,1170.05,Paid,0
41055,30036,2024-05-02,1170.05,1170.05,Paid,0
41056,30036,2024-05-31,1170.05,1170.05,Paid,0
41057,30036,2024-07-03,1170.05,1170.05,Paid,0
41058,30036,2024-07-30,1170.05,1170.05,Paid,0
41059,30036,2024-08-31,1170.05,1170.05,Paid,0
41060,30036,2024-09-28,1170.05,1170.05,Paid,0
41061,30036,2024-10-28,1170.05,657.78,Partial,53
41062,30036,2024-12-01,1170.05,0,Missed,60
41063,30036,2024-12-27,1170.05,1170.05,Paid,0
41064,30036,2025-01-29,1170.05,1170.05,Paid,0
41065,30036,2025-02-24,1170.05,1170.05,Paid,0
41066,30036,2025-03-30,1170.05,1170.05,Paid,0
41067,30036,2025-04-26,1170.05,1170.05,Paid,0
41068,30036,2025-05-28,1170.05,1170.05,Paid,0
41069,30036,2025-06-29,1170.05,1170.05,Paid,0
41070,30036,2025-07-25,1170.05,1170.05,Paid,0
41071,30036,2025-08-26,1170.05,1170.05,Paid,0
41072,30036,2025-09-26,1170.05,875.49,Partial,60
41073,30036,2025-10-22,1170.05,1170.05,Paid,0
41074,30036,2025-11-21,1170.05,1170.05,Paid,0
41075,30036,2025-12-24,1170.05,1170.05,Paid,0
41076,30036,2026-01-24,1170.05,1170.05,Paid,0
41077,30036,2026-02-23,1170.05,1170.05,Paid,0
41078,30036,2026-03-26,1170.05,1170.05,Paid,0
41079,30036,2026-04-23,1170.05,1170.05,Paid,0
41080,30036,2026-05-20,1170.05,1170.05,Paid,0
41081,30037,2024-01-01,918.35,918.35,Paid,0
41082,30037,2024-02-03,918.35,256.8,Partial,21
41083,30037,2024-03-02,918.35,918.35,Paid,0
41084,30037,2024-03-31,918.35,918.35,Paid,0
41085,30037,2024-05-05,918.35,918.35,Paid,0
41086,30037,2024-06-04,918.35,918.35,Paid,0
41087,30037,2024-07-03,918.35,918.35,Paid,0
41088,30037,2024-07-29,918.35,0,Missed,32
41089,30037,2024-08-29,918.35,918.35,Paid,0
41090,30037,2024-09-30,918.35,918.35,Paid,0
41091,30037,2024-10-29,918.35,918.35,Paid,0
41092,30037,2024-12-01,918.35,918.35,Paid,0
41093,30037,2024-12-31,918.35,918.35,Paid,0
41094,30037,2025-01-30,918.35,918.35,Paid,0
41095,30037,2025-02-24,918.35,918.35,Paid,0
41096,30037,2025-03-28,918.35,918.35,Paid,0
41097,30037,2025-04-29,918.35,918.35,Paid,0
41098,30037,2025-05-26,918.35,918.35,Paid,0
41099,30037,2025-06-24,918.35,918.35,Paid,0
41100,30037,2025-07-26,918.35,918.35,Paid,0
41101,30037,2025-08-23,918.35,918.35,Paid,0
41102,30037,2025-09-27,918.35,918.35,Paid,0
41103,30037,2025-10-22,918.35,918.35,Paid,0
41104,30037,2025-11-23,918.35,918.35,Paid,0
41105,30037,2025-12-21,918.35,918.35,Paid,0
41106,30037,2026-01-21,918.35,918.35,Paid,0
41107,30037,2026-02-24,918.35,918.35,Paid,0
41108,30037,2026-03-26,918.35,918.35,Paid,0
41109,30037,2026-04-21,918.35,0,Missed,18
41110,30037,2026-05-24,918.35,918.35,Paid,0
41111,30038,2024-01-04,540.8,540.8,Paid,0
41112,30038,2024-02-04,540.8,540.8,Paid,0
41113,30038,2024-03-06,540.8,540.8,Paid,0
41114,30038,2024-04-05,540.8,540.8,Paid,0
41115,30038,2024-05-02,540.8,540.8,Paid,0
41116,30038,2024-06-01,540.8,540.8,Paid,0
41117,30038,2024-07-02,540.8,540.8,Paid,0
41118,30038,2024-07-29,540.8,540.8,Paid,0
41119,30038,2024-08-31,540.8,540.8,Paid,0
41120,30038,2024-10-01,540.8,540.8,Paid,0
41121,30038,2024-10-30,540.8,540.8,Paid,0
41122,30038,2024-12-01,540.8,540.8,Paid,0
41123,30038,2024-12-28,540.8,540.8,Paid,0
41124,30038,2025-01-27,540.8,540.8,Paid,0
41125,30038,2025-03-01,540.8,540.8,Paid,0
41126,30038,2025-03-26,540.8,540.8,Paid,0
41127,30038,2025-04-28,540.8,540.8,Paid,0
41128,30038,2025-05-28,540.8,201.73,Partial,64
41129,30038,2025-06-24,540.8,540.8,Paid,0
41130,30038,2025-07-26,540.8,540.8,Paid,0
41131,30038,2025-08-24,540.8,540.8,Paid,0
41132,30038,2025-09-23,540.8,540.8,Paid,0
41133,30038,2025-10-27,540.8,540.8,Paid,0
41134,30038,2025-11-24,540.8,0,Missed,37
41135,30038,2025-12-22,540.8,540.8,Paid,0
41136,30038,2026-01-23,540.8,540.8,Paid,0
41137,30038,2026-02-24,540.8,540.8,Paid,0
41138,30038,2026-03-22,540.8,540.8,Paid,0
41139,30038,2026-04-21,540.8,540.8,Paid,0
41140,30038,2026-05-24,540.8,540.8,Paid,0
41141,30039,2024-01-04,1163.96,1163.96,Paid,0
41142,30039,2024-02-05,1163.96,1163.96,Paid,0
41143,30039,2024-03-03,1163.96,1163.96,Paid,0
41144,30039,2024-04-05,1163.96,1163.96,Paid,0
41145,30039,2024-05-04,1163.96,1163.96,Paid,0
41146,30039,2024-06-01,1163.96,1163.96,Paid,0
41147,30039,2024-07-01,1163.96,1163.96,Paid,0
41148,30039,2024-07-31,1163.96,1163.96,Paid,0
41149,30039,2024-08-30,1163.96,0,Missed,52
41150,30039,2024-09-27,1163.96,1163.96,Paid,0
41151,30039,2024-10-29,1163.96,1163.96,Paid,0
41152,30039,2024-11-27,1163.96,1163.96,Paid,0
41153,30039,2024-12-27,1163.96,1163.96,Paid,0
41154,30039,2025-01-27,1163.96,1163.96,Paid,0
41155,30039,2025-02-25,1163.96,1163.96,Paid,0
41156,30039,2025-03-31,1163.96,787.62,Partial,13
41157,30039,2025-04-26,1163.96,1163.96,Paid,0
41158,30039,2025-05-27,1163.96,1163.96,Paid,0
41159,30039,2025-06-27,1163.96,1163.96,Paid,0
41160,30039,2025-07-25,1163.96,1163.96,Paid,0
41161,30039,2025-08-28,1163.96,1163.96,Paid,0
41162,30039,2025-09-24,1163.96,0,Missed,12
41163,30039,2025-10-24,1163.96,1163.96,Paid,0
41164,30039,2025-11-22,1163.96,1163.96,Paid,0
41165,30039,2025-12-21,1163.96,515.33,Partial,34
41166,30039,2026-01-21,1163.96,880.75,Partial,12
41167,30039,2026-02-19,1163.96,0,Missed,37
41168,30039,2026-03-25,1163.96,1163.96,Paid,0
41169,30039,2026-04-25,1163.96,1163.96,Paid,0
41170,30039,2026-05-22,1163.96,0,Missed,51
41171,30040,2024-01-05,1630.02,1630.02,Paid,0
41172,30040,2024-02-04,1630.02,1630.02,Paid,0
41173,30040,2024-03-04,1630.02,1630.02,Paid,0
41174,30040,2024-03-31,1630.02,1630.02,Paid,0
41175,30040,2024-04-30,1630.02,1630.02,Paid,0
41176,30040,2024-06-03,1630.02,1630.02,Paid,0
41177,30040,2024-06-29,1630.02,1630.02,Paid,0
41178,30040,2024-07-30,1630.02,1630.02,Paid,0
41179,30040,2024-08-28,1630.02,1630.02,Paid,0
41180,30040,2024-10-01,1630.02,1630.02,Paid,0
41181,30040,2024-10-31,1630.02,1630.02,Paid,0
41182,30040,2024-11-28,1630.02,1630.02,Paid,0
41183,30040,2024-12-26,1630.02,1630.02,Paid,0
41184,30040,2025-01-28,1630.02,1630.02,Paid,0
41185,30040,2025-02-24,1630.02,0,Missed,28
41186,30040,2025-03-27,1630.02,1630.02,Paid,0
41187,30040,2025-04-29,1630.02,1630.02,Paid,0
41188,30040,2025-05-25,1630.02,679.13,Partial,12
41189,30040,2025-06-29,1630.02,1630.02,Paid,0
41190,30040,2025-07-26,1630.02,1630.02,Paid,0
41191,30040,2025-08-23,1630.02,1630.02,Paid,0
41192,30040,2025-09-24,1630.02,1630.02,Paid,0
41193,30040,2025-10-25,1630.02,1630.02,Paid,0
41194,30040,2025-11-21,1630.02,1630.02,Paid,0
41195,30040,2025-12-24,1630.02,1630.02,Paid,0
41196,30040,2026-01-23,1630.02,1630.02,Paid,0
41197,30040,2026-02-21,1630.02,1630.02,Paid,0
41198,30040,2026-03-26,1630.02,0,Missed,30
41199,30040,2026-04-25,1630.02,462.5,Partial,40
41200,30040,2026-05-24,1630.02,1630.02,Paid,0
41201,30041,2024-01-02,4825.89,4825.89,Paid,0
41202,30041,2024-02-04,4825.89,0,Missed,7
41203,30041,2024-03-05,4825.89,4825.89,Paid,0
41204,30041,2024-03-31,4825.89,4825.89,Paid,0
41205,30041,2024-05-05,4825.89,2165.42,Partial,38
41206,30041,2024-06-02,4825.89,4825.89,Paid,0
41207,30041,2024-06-30,4825.89,4825.89,Paid,0
41208,30041,2024-08-01,4825.89,4825.89,Paid,0
41209,30041,2024-08-31,4825.89,4825.89,Paid,0
41210,30041,2024-09-29,4825.89,4825.89,Paid,0
41211,30041,2024-10-29,4825.89,4825.89,Paid,0
41212,30041,2024-12-01,4825.89,4825.89,Paid,0
41213,30041,2024-12-26,4825.89,4825.89,Paid,0
41214,30041,2025-01-26,4825.89,4825.89,Paid,0
41215,30041,2025-03-01,4825.89,4825.89,Paid,0
41216,30041,2025-03-29,4825.89,4825.89,Paid,0
41217,30041,2025-04-30,4825.89,2173.07,Partial,34
41218,30041,2025-05-30,4825.89,4825.89,Paid,0
41219,30041,2025-06-24,4825.89,4825.89,Paid,0
41220,30041,2025-07-26,4825.89,4825.89,Paid,0
41221,30041,2025-08-23,4825.89,4825.89,Paid,0
41222,30041,2025-09-24,4825.89,4825.89,Paid,0
41223,30041,2025-10-26,4825.89,4825.89,Paid,0
41224,30041,2025-11-23,4825.89,4825.89,Paid,0
41225,30041,2025-12-24,4825.89,0,Missed,55
41226,30041,2026-01-20,4825.89,4825.89,Paid,0
41227,30041,2026-02-24,4825.89,4825.89,Paid,0
41228,30041,2026-03-23,4825.89,4825.89,Paid,0
41229,30041,2026-04-20,4825.89,4825.89,Paid,0
41230,30041,2026-05-23,4825.89,4825.89,Paid,0
41231,30042,2024-01-02,83.17,83.17,Paid,0
41232,30042,2024-01-31,83.17,83.17,Paid,0
41233,30042,2024-03-04,83.17,83.17,Paid,0
41234,30042,2024-04-02,83.17,83.17,Paid,0
41235,30042,2024-05-02,83.17,83.17,Paid,0
41236,30042,2024-05-30,83.17,83.17,Paid,0
41237,30042,2024-07-04,83.17,83.17,Paid,0
41238,30042,2024-07-29,83.17,83.17,Paid,0
41239,30042,2024-08-29,83.17,83.17,Paid,0
41240,30042,2024-09-29,83.17,83.17,Paid,0
41241,30042,2024-11-01,83.17,83.17,Paid,0
41242,30042,2024-11-28,83.17,83.17,Paid,0
41243,30042,2024-12-31,83.17,83.17,Paid,0
41244,30042,2025-01-29,83.17,83.17,Paid,0
41245,30042,2025-02-25,83.17,83.17,Paid,0
41246,30042,2025-03-30,83.17,83.17,Paid,0
41247,30042,2025-04-28,83.17,83.17,Paid,0
41248,30042,2025-05-26,83.17,83.17,Paid,0
41249,30042,2025-06-25,83.17,83.17,Paid,0
41250,30042,2025-07-25,83.17,83.17,Paid,0
41251,30042,2025-08-27,83.17,83.17,Paid,0
41252,30042,2025-09-26,83.17,83.17,Paid,0
41253,30042,2025-10-27,83.17,83.17,Paid,0
41254,30042,2025-11-21,83.17,83.17,Paid,0
41255,30042,2025-12-21,83.17,83.17,Paid,0
41256,30042,2026-01-21,83.17,40.56,Partial,22
41257,30042,2026-02-24,83.17,83.17,Paid,0
41258,30042,2026-03-24,83.17,46.46,Partial,51
41259,30042,2026-04-22,83.17,83.17,Paid,0
41260,30042,2026-05-22,83.17,83.17,Paid,0
41261,30043,2024-01-01,412.11,412.11,Paid,0
41262,30043,2024-02-05,412.11,412.11,Paid,0
41263,30043,2024-03-02,412.11,412.11,Paid,0
41264,30043,2024-04-01,412.11,412.11,Paid,0
41265,30043,2024-04-30,412.11,412.11,Paid,0
41266,30043,2024-05-30,412.11,412.11,Paid,0
41267,30043,2024-07-02,412.11,412.11,Paid,0
41268,30043,2024-07-29,412.11,412.11,Paid,0
41269,30043,2024-08-28,412.11,412.11,Paid,0
41270,30043,2024-10-01,412.11,412.11,Paid,0
41271,30043,2024-10-30,412.11,412.11,Paid,0
41272,30043,2024-11-28,412.11,412.11,Paid,0
41273,30043,2024-12-28,412.11,412.11,Paid,0
41274,30043,2025-01-25,412.11,412.11,Paid,0
41275,30043,2025-02-28,412.11,412.11,Paid,0
41276,30043,2025-03-27,412.11,412.11,Paid,0
41277,30043,2025-04-27,412.11,412.11,Paid,0
41278,30043,2025-05-26,412.11,412.11,Paid,0
41279,30043,2025-06-26,412.11,168.43,Partial,13
41280,30043,2025-07-28,412.11,412.11,Paid,0
41281,30043,2025-08-27,412.11,412.11,Paid,0
41282,30043,2025-09-26,412.11,412.11,Paid,0
41283,30043,2025-10-26,412.11,412.11,Paid,0
41284,30043,2025-11-25,412.11,412.11,Paid,0
41285,30043,2025-12-22,412.11,0,Missed,13
41286,30043,2026-01-24,412.11,412.11,Paid,0
41287,30043,2026-02-24,412.11,412.11,Paid,0
41288,30043,2026-03-22,412.11,292.92,Partial,33
41289,30043,2026-04-22,412.11,412.11,Paid,0
41290,30043,2026-05-21,412.11,412.11,Paid,0
41291,30044,2024-01-01,710.36,710.36,Paid,0
41292,30044,2024-02-02,710.36,0,Missed,30
41293,30044,2024-03-02,710.36,710.36,Paid,0
41294,30044,2024-04-03,710.36,710.36,Paid,0
41295,30044,2024-05-02,710.36,710.36,Paid,0
41296,30044,2024-05-30,710.36,710.36,Paid,0
41297,30044,2024-07-02,710.36,710.36,Paid,0
41298,30044,2024-08-03,710.36,710.36,Paid,0
41299,30044,2024-09-02,710.36,710.36,Paid,0
41300,30044,2024-09-29,710.36,710.36,Paid,0
41301,30044,2024-10-30,710.36,710.36,Paid,0
41302,30044,2024-11-30,710.36,710.36,Paid,0
41303,30044,2024-12-31,710.36,0,Missed,31
41304,30044,2025-01-26,710.36,710.36,Paid,0
41305,30044,2025-02-26,710.36,0,Missed,30
41306,30044,2025-03-27,710.36,710.36,Paid,0
41307,30044,2025-04-28,710.36,298.68,Partial,3
41308,30044,2025-05-30,710.36,710.36,Paid,0
41309,30044,2025-06-24,710.36,710.36,Paid,0
41310,30044,2025-07-28,710.36,710.36,Paid,0
41311,30044,2025-08-23,710.36,710.36,Paid,0
41312,30044,2025-09-25,710.36,710.36,Paid,0
41313,30044,2025-10-26,710.36,0,Missed,50
41314,30044,2025-11-22,710.36,710.36,Paid,0
41315,30044,2025-12-22,710.36,710.36,Paid,0
41316,30044,2026-01-24,710.36,710.36,Paid,0
41317,30044,2026-02-22,710.36,710.36,Paid,0
41318,30044,2026-03-24,710.36,710.36,Paid,0
41319,30044,2026-04-22,710.36,710.36,Paid,0
41320,30044,2026-05-24,710.36,710.36,Paid,0
41321,30045,2024-01-06,2896.86,1198.31,Partial,45
41322,30045,2024-02-04,2896.86,0,Missed,34
41323,30045,2024-03-05,2896.86,2896.86,Paid,0
41324,30045,2024-04-03,2896.86,2896.86,Paid,0
41325,30045,2024-05-02,2896.86,2896.86,Paid,0
41326,30045,2024-05-31,2896.86,2896.86,Paid,0
41327,30045,2024-06-30,2896.86,2896.86,Paid,0
41328,30045,2024-08-03,2896.86,2896.86,Paid,0
41329,30045,2024-08-28,2896.86,2896.86,Paid,0
41330,30045,2024-09-27,2896.86,0,Missed,27
41331,30045,2024-10-31,2896.86,2896.86,Paid,0
41332,30045,2024-11-27,2896.86,2896.86,Paid,0
41333,30045,2024-12-30,2896.86,2896.86,Paid,0
41334,30045,2025-01-25,2896.86,2896.86,Paid,0
41335,30045,2025-02-28,2896.86,2896.86,Paid,0
41336,30045,2025-03-29,2896.86,2896.86,Paid,0
41337,30045,2025-04-30,2896.86,2896.86,Paid,0
41338,30045,2025-05-29,2896.86,2896.86,Paid,0
41339,30045,2025-06-26,2896.86,2896.86,Paid,0
41340,30045,2025-07-28,2896.86,2896.86,Paid,0
41341,30045,2025-08-23,2896.86,0,Missed,59
41342,30045,2025-09-22,2896.86,2896.86,Paid,0
41343,30045,2025-10-24,2896.86,2896.86,Paid,0
41344,30045,2025-11-24,2896.86,2896.86,Paid,0
41345,30045,2025-12-21,2896.86,2896.86,Paid,0
41346,30045,2026-01-25,2896.86,2896.86,Paid,0
41347,30045,2026-02-21,2896.86,864.67,Partial,30
41348,30045,2026-03-22,2896.86,2896.86,Paid,0
41349,30045,2026-04-23,2896.86,2896.86,Paid,0
41350,30045,2026-05-20,2896.86,2896.86,Paid,0
41351,30046,2024-01-04,5208.47,5208.47,Paid,0
41352,30046,2024-02-05,5208.47,5208.47,Paid,0
41353,30046,2024-03-04,5208.47,5208.47,Paid,0
41354,30046,2024-04-01,5208.47,5208.47,Paid,0
41355,30046,2024-05-03,5208.47,5208.47,Paid,0
41356,30046,2024-06-03,5208.47,0,Missed,42
41357,30046,2024-07-04,5208.47,5208.47,Paid,0
41358,30046,2024-07-31,5208.47,5208.47,Paid,0
41359,30046,2024-08-28,5208.47,5208.47,Paid,0
41360,30046,2024-09-28,5208.47,5208.47,Paid,0
41361,30046,2024-10-29,5208.47,5208.47,Paid,0
41362,30046,2024-11-30,5208.47,5208.47,Paid,0
41363,30046,2024-12-31,5208.47,5208.47,Paid,0
41364,30046,2025-01-25,5208.47,5208.47,Paid,0
41365,30046,2025-02-26,5208.47,5208.47,Paid,0
41366,30046,2025-03-26,5208.47,5208.47,Paid,0
41367,30046,2025-04-26,5208.47,5208.47,Paid,0
41368,30046,2025-05-27,5208.47,5208.47,Paid,0
41369,30046,2025-06-29,5208.47,5208.47,Paid,0
41370,30046,2025-07-26,5208.47,5208.47,Paid,0
41371,30046,2025-08-24,5208.47,5208.47,Paid,0
41372,30046,2025-09-24,5208.47,5208.47,Paid,0
41373,30046,2025-10-27,5208.47,5208.47,Paid,0
41374,30046,2025-11-25,5208.47,5208.47,Paid,0
41375,30046,2025-12-24,5208.47,5208.47,Paid,0
41376,30046,2026-01-25,5208.47,5208.47,Paid,0
41377,30046,2026-02-19,5208.47,0,Missed,27
41378,30046,2026-03-25,5208.47,5208.47,Paid,0
41379,30046,2026-04-24,5208.47,5208.47,Paid,0
41380,30046,2026-05-23,5208.47,5208.47,Paid,0
41381,30047,2024-01-06,1438.6,1438.6,Paid,0
41382,30047,2024-02-03,1438.6,1438.6,Paid,0
41383,30047,2024-03-06,1438.6,1438.6,Paid,0
41384,30047,2024-04-04,1438.6,1438.6,Paid,0
41385,30047,2024-05-03,1438.6,1438.6,Paid,0
41386,30047,2024-06-04,1438.6,1438.6,Paid,0
41387,30047,2024-06-29,1438.6,1438.6,Paid,0
41388,30047,2024-08-02,1438.6,1438.6,Paid,0
41389,30047,2024-08-30,1438.6,1438.6,Paid,0
41390,30047,2024-10-01,1438.6,1438.6,Paid,0
41391,30047,2024-10-28,1438.6,1438.6,Paid,0
41392,30047,2024-11-26,1438.6,1438.6,Paid,0
41393,30047,2024-12-30,1438.6,1438.6,Paid,0
41394,30047,2025-01-27,1438.6,1438.6,Paid,0
41395,30047,2025-02-28,1438.6,1438.6,Paid,0
41396,30047,2025-03-29,1438.6,1438.6,Paid,0
41397,30047,2025-04-27,1438.6,1438.6,Paid,0
41398,30047,2025-05-30,1438.6,1438.6,Paid,0
41399,30047,2025-06-28,1438.6,1438.6,Paid,0
41400,30047,2025-07-27,1438.6,1438.6,Paid,0
41401,30047,2025-08-25,1438.6,1438.6,Paid,0
41402,30047,2025-09-25,1438.6,1438.6,Paid,0
41403,30047,2025-10-26,1438.6,1438.6,Paid,0
41404,30047,2025-11-25,1438.6,1438.6,Paid,0
41405,30047,2025-12-21,1438.6,1438.6,Paid,0
41406,30047,2026-01-24,1438.6,1438.6,Paid,0
41407,30047,2026-02-23,1438.6,1438.6,Paid,0
41408,30047,2026-03-26,1438.6,0,Missed,50
41409,30047,2026-04-23,1438.6,1438.6,Paid,0
41410,30047,2026-05-25,1438.6,1438.6,Paid,0
41411,30048,2024-01-05,99.71,99.71,Paid,0
41412,30048,2024-02-03,99.71,63.41,Partial,6
41413,30048,2024-03-05,99.71,99.71,Paid,0
41414,30048,2024-04-03,99.71,99.71,Paid,0
41415,30048,2024-05-01,99.71,99.71,Paid,0
41416,30048,2024-06-01,99.71,99.71,Paid,0
41417,30048,2024-07-02,99.71,99.71,Paid,0
41418,30048,2024-07-29,99.71,99.71,Paid,0
41419,30048,2024-08-31,99.71,99.71,Paid,0
41420,30048,2024-09-29,99.71,99.71,Paid,0
41421,30048,2024-10-29,99.71,99.71,Paid,0
41422,30048,2024-11-27,99.71,99.71,Paid,0
41423,30048,2024-12-26,99.71,99.71,Paid,0
41424,30048,2025-01-25,99.71,99.71,Paid,0
41425,30048,2025-02-26,99.71,99.71,Paid,0
41426,30048,2025-03-30,99.71,0,Missed,30
41427,30048,2025-04-30,99.71,32.03,Partial,20
41428,30048,2025-05-26,99.71,99.71,Paid,0
41429,30048,2025-06-26,99.71,99.71,Paid,0
41430,30048,2025-07-25,99.71,99.71,Paid,0
41431,30048,2025-08-23,99.71,0,Missed,34
41432,30048,2025-09-22,99.71,99.71,Paid,0
41433,30048,2025-10-22,99.71,99.71,Paid,0
41434,30048,2025-11-23,99.71,99.71,Paid,0
41435,30048,2025-12-24,99.71,60.13,Partial,59
41436,30048,2026-01-20,99.71,99.71,Paid,0
41437,30048,2026-02-24,99.71,99.71,Paid,0
41438,30048,2026-03-22,99.71,99.71,Paid,0
41439,30048,2026-04-25,99.71,99.71,Paid,0
41440,30048,2026-05-20,99.71,99.71,Paid,0
41441,30049,2024-01-05,863.12,655.05,Partial,19
41442,30049,2024-02-03,863.12,295.92,Partial,10
41443,30049,2024-03-03,863.12,863.12,Paid,0
41444,30049,2024-04-04,863.12,863.12,Paid,0
41445,30049,2024-05-05,863.12,863.12,Paid,0
41446,30049,2024-06-02,863.12,863.12,Paid,0
41447,30049,2024-06-29,863.12,863.12,Paid,0
41448,30049,2024-07-31,863.12,863.12,Paid,0
41449,30049,2024-08-30,863.12,863.12,Paid,0
41450,30049,2024-09-27,863.12,863.12,Paid,0
41451,30049,2024-10-29,863.12,863.12,Paid,0
41452,30049,2024-11-26,863.12,863.12,Paid,0
41453,30049,2024-12-29,863.12,863.12,Paid,0
41454,30049,2025-01-26,863.12,0,Missed,59
41455,30049,2025-02-25,863.12,863.12,Paid,0
41456,30049,2025-03-31,863.12,863.12,Paid,0
41457,30049,2025-04-27,863.12,863.12,Paid,0
41458,30049,2025-05-29,863.12,863.12,Paid,0
41459,30049,2025-06-29,863.12,863.12,Paid,0
41460,30049,2025-07-24,863.12,863.12,Paid,0
41461,30049,2025-08-28,863.12,863.12,Paid,0
41462,30049,2025-09-26,863.12,863.12,Paid,0
41463,30049,2025-10-27,863.12,0,Missed,26
41464,30049,2025-11-26,863.12,863.12,Paid,0
41465,30049,2025-12-22,863.12,863.12,Paid,0
41466,30049,2026-01-23,863.12,863.12,Paid,0
41467,30049,2026-02-22,863.12,647.99,Partial,22
41468,30049,2026-03-21,863.12,564.48,Partial,22
41469,30049,2026-04-21,863.12,863.12,Paid,0
41470,30049,2026-05-21,863.12,499.58,Partial,59
41471,30050,2024-01-06,720.19,720.19,Paid,0
41472,30050,2024-01-31,720.19,720.19,Paid,0
41473,30050,2024-03-01,720.19,720.19,Paid,0
41474,30050,2024-04-03,720.19,720.19,Paid,0
41475,30050,2024-05-03,720.19,287.81,Partial,30
41476,30050,2024-05-30,720.19,720.19,Paid,0
41477,30050,2024-07-04,720.19,720.19,Paid,0
41478,30050,2024-07-29,720.19,720.19,Paid,0
41479,30050,2024-09-01,720.19,720.19,Paid,0
41480,30050,2024-10-01,720.19,720.19,Paid,0
41481,30050,2024-10-30,720.19,720.19,Paid,0
41482,30050,2024-11-26,720.19,720.19,Paid,0
41483,30050,2024-12-27,720.19,720.19,Paid,0
41484,30050,2025-01-30,720.19,720.19,Paid,0
41485,30050,2025-02-27,720.19,720.19,Paid,0
41486,30050,2025-03-28,720.19,720.19,Paid,0
41487,30050,2025-04-25,720.19,720.19,Paid,0
41488,30050,2025-05-26,720.19,720.19,Paid,0
41489,30050,2025-06-29,720.19,720.19,Paid,0
41490,30050,2025-07-28,720.19,720.19,Paid,0
41491,30050,2025-08-25,720.19,720.19,Paid,0
41492,30050,2025-09-27,720.19,720.19,Paid,0
41493,30050,2025-10-23,720.19,720.19,Paid,0
41494,30050,2025-11-23,720.19,720.19,Paid,0
41495,30050,2025-12-22,720.19,720.19,Paid,0
41496,30050,2026-01-22,720.19,720.19,Paid,0
41497,30050,2026-02-22,720.19,526.17,Partial,17
