transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,country,channel
55438,20172,2026-08-12,Debit,2260.16,Groceries,Australia,Mobile
55439,20017,2026-09-15,Debit,1178.09,Dining,New Zealand,Branch
55440,20258,2026-05-02,Debit,2675.6,Salary,Canada,ATM
55441,20034,2026-07-11,Debit,19.48,Travel,Japan,ATM
55442,20177,2026-08-07,Debit,50.55,Utilities,New Zealand,Online
55443,20066,2026-03-09,Debit,3610.64,Salary,New Zealand,Mobile
55444,20282,2026-02-17,Debit,3363.01,Retail,New Zealand,Online
55445,20214,2026-01-21,Debit,1738.97,Transfer,New Zealand,Branch
55446,20065,2026-05-30,Credit,1959.45,Healthcare,New Zealand,ATM
55447,20246,2026-09-17,Credit,3530.73,ATM,New Zealand,Online
55448,20074,2026-04-21,Debit,2608.55,Dining,United Kingdom,Branch
55449,20298,2026-01-12,Debit,3734.38,Fuel,New Zealand,Online
55450,20098,2026-08-04,Credit,2457.79,Dining,Canada,Branch
55451,20055,2026-08-15,Debit,1215.57,Healthcare,Australia,POS
55452,20024,2026-06-17,Debit,1797.98,Salary,New Zealand,Online
55453,20124,2026-01-29,Credit,625.01,Retail,New Zealand,ATM
55454,20078,2026-07-11,Debit,3924.23,Fuel,India,Online
55455,20061,2026-06-25,Debit,4191.83,Groceries,New Zealand,POS
55456,20190,2026-04-19,Debit,3833.86,Retail,New Zealand,Online
55457,20038,2026-02-14,Debit,1467.34,Healthcare,New Zealand,ATM
55458,20206,2026-01-17,Debit,4265.9,Fuel,New Zealand,ATM
55459,20098,2026-08-18,Debit,3110.55,Groceries,New Zealand,Online
55460,20173,2026-08-24,Debit,3177.81,Travel,New Zealand,POS
55461,20288,2026-09-17,Credit,504.1,Dining,New Zealand,Online
55462,20243,2026-01-12,Debit,3577.03,Dining,UAE,Mobile
55463,20287,2026-02-11,Credit,2438.85,Retail,United States,Branch
55464,20314,2026-06-13,Credit,2702.01,Utilities,New Zealand,Mobile
55465,20002,2026-08-15,Debit,1888.75,Dining,New Zealand,Branch
55466,20289,2026-04-18,Debit,914.72,Groceries,New Zealand,Mobile
55467,20290,2026-08-02,Debit,1725.57,Salary,New Zealand,Mobile
55468,20028,2026-07-18,Credit,3983.28,Healthcare,New Zealand,Online
55469,20212,2026-06-21,Debit,719.52,Salary,United Kingdom,Mobile
55470,20257,2026-06-29,Debit,3825.19,Groceries,New Zealand,ATM
55471,20220,2026-03-02,Credit,2914.72,Healthcare,New Zealand,POS
55472,20296,2026-02-10,Debit,2960.88,Groceries,New Zealand,POS
55473,20030,2026-09-13,Debit,697.8,ATM,New Zealand,POS
55474,20245,2026-08-06,Credit,886.77,Fuel,New Zealand,POS
55475,20089,2026-06-16,Debit,154.65,Dining,Australia,POS
55476,20295,2026-04-22,Credit,1792.03,Salary,India,POS
55477,20284,2026-07-19,Credit,4193.3,Fuel,New Zealand,Mobile
55478,20026,2026-06-23,Debit,3172.66,Travel,New Zealand,Online
55479,20076,2026-02-22,Credit,3864.76,Healthcare,New Zealand,Branch
55480,20009,2026-03-24,Debit,3215.23,Dining,New Zealand,Mobile
55481,20038,2026-07-16,Debit,2454.65,Transfer,New Zealand,ATM
55482,20258,2026-05-13,Credit,1883.38,Fuel,New Zealand,Online
55483,20074,2026-08-11,Debit,2192.16,Utilities,New Zealand,ATM
55484,20042,2026-07-17,Credit,2065.36,Groceries,New Zealand,Branch
55485,20138,2026-08-24,Credit,3430.78,Dining,Australia,Online
55486,20170,2026-02-04,Credit,2668.74,Retail,Singapore,POS
55487,20308,2026-04-22,Debit,2859.62,Salary,New Zealand,ATM
55488,20183,2026-07-10,Debit,3417.78,Healthcare,New Zealand,Branch
55489,20013,2026-06-14,Credit,2149.43,Utilities,New Zealand,ATM
55490,20163,2026-08-02,Debit,4369.5,Fuel,New Zealand,Online
55491,20072,2026-09-09,Credit,4494.62,Salary,New Zealand,ATM
55492,20186,2026-05-13,Debit,1476.55,Retail,New Zealand,ATM
55493,20186,2026-02-23,Debit,3202.88,Salary,New Zealand,Online
55494,20060,2026-07-26,Debit,4352.44,Healthcare,New Zealand,Branch
55495,20209,2026-09-08,Debit,552.7,Salary,India,Mobile
55496,20244,2026-04-17,Debit,132.64,Retail,New Zealand,Branch
55497,20208,2026-01-03,Debit,1528.57,Salary,New Zealand,ATM
55498,20154,2026-01-31,Debit,1740.48,Healthcare,New Zealand,POS
55499,20040,2026-01-24,Credit,2959.05,Healthcare,Australia,ATM
55500,20199,2026-03-04,Debit,4159.9,Salary,New Zealand,Online
55501,20077,2026-04-15,Debit,1343.36,Fuel,New Zealand,Mobile
55502,20079,2026-02-07,Debit,3123.93,Transfer,New Zealand,Online
55503,20071,2026-01-12,Credit,4033.79,Retail,New Zealand,Mobile
55504,20018,2026-08-30,Debit,1004.78,Fuel,New Zealand,ATM
55505,20046,2026-02-21,Debit,3068.24,Travel,Singapore,Online
55506,20060,2026-04-19,Debit,2596.2,Utilities,India,ATM
55507,20130,2026-03-22,Credit,1839.26,Healthcare,New Zealand,ATM
55508,20297,2026-07-31,Credit,946.04,Healthcare,New Zealand,Branch
55509,20297,2026-09-01,Debit,2474.28,Fuel,New Zealand,Online
55510,20135,2026-04-11,Debit,1815.09,ATM,New Zealand,Online
55511,20253,2026-07-16,Credit,96.8,Salary,Australia,Online
55512,20154,2026-01-06,Debit,46.26,Travel,Australia,Online
55513,20230,2026-02-12,Debit,4165.17,Dining,New Zealand,POS
55514,20216,2026-03-06,Debit,847.01,Healthcare,New Zealand,Online
55515,20086,2026-09-10,Credit,1154.89,Healthcare,New Zealand,POS
55516,20277,2026-03-17,Debit,2402.83,Fuel,New Zealand,POS
55517,20261,2026-02-13,Credit,2092.85,Retail,New Zealand,Mobile
55518,20289,2026-07-16,Debit,567.5,Groceries,UAE,Branch
55519,20253,2026-04-15,Debit,2490.56,Fuel,New Zealand,Online
55520,20299,2026-03-30,Debit,2387.69,Groceries,New Zealand,Online
55521,20318,2026-04-02,Debit,3131.72,Transfer,United Kingdom,Branch
55522,20110,2026-02-11,Credit,28.51,Utilities,New Zealand,POS
55523,20152,2026-03-31,Credit,1574.31,Dining,New Zealand,POS
55524,20077,2026-03-24,Debit,2728.7,Healthcare,New Zealand,POS
55525,20024,2026-09-03,Debit,1553.1,Transfer,New Zealand,Mobile
55526,20071,2026-03-13,Debit,2933.43,Dining,New Zealand,Branch
55527,20037,2026-08-28,Credit,2221.11,Salary,New Zealand,POS
55528,20297,2026-03-22,Debit,3935.53,Dining,New Zealand,Mobile
55529,20238,2026-03-11,Credit,344.56,Utilities,New Zealand,POS
55530,20001,2026-05-25,Debit,408.32,Transfer,New Zealand,ATM
55531,20209,2026-08-20,Debit,3510.17,Salary,New Zealand,Branch
55532,20224,2026-04-29,Debit,4315.1,Dining,New Zealand,POS
55533,20032,2026-08-17,Credit,4430.21,Fuel,Australia,Online
55534,20312,2026-09-17,Credit,4344.37,Travel,New Zealand,POS
55535,20011,2026-08-25,Debit,3739.25,Healthcare,New Zealand,Branch
55536,20040,2026-08-13,Debit,2244.49,Retail,Australia,Mobile
55537,20067,2026-04-19,Credit,3433.67,Travel,New Zealand,POS
55538,20017,2026-02-09,Debit,1754.5,Fuel,New Zealand,Branch
55539,20276,2026-07-03,Debit,3456.1,ATM,New Zealand,Mobile
55540,20117,2026-02-11,Debit,985.0,Fuel,United States,Online
55541,20134,2026-03-21,Credit,4499.27,Utilities,New Zealand,Mobile
55542,20308,2026-05-28,Debit,2727.47,Retail,New Zealand,Branch
55543,20055,2026-07-26,Debit,3804.76,Salary,Canada,Mobile
55544,20202,2026-08-06,Debit,720.9,Salary,New Zealand,ATM
55545,20131,2026-08-31,Credit,566.63,ATM,New Zealand,Branch
55546,20200,2026-04-30,Debit,937.23,Dining,New Zealand,Branch
55547,20172,2026-03-29,Debit,872.36,Salary,New Zealand,Online
55548,20314,2026-07-25,Credit,4089.6,Healthcare,New Zealand,Branch
55549,20179,2026-08-11,Debit,4103.15,Retail,New Zealand,POS
55550,20001,2026-04-26,Credit,49.31,Retail,New Zealand,Mobile
55551,20102,2026-04-18,Debit,3706.1,Salary,United Kingdom,Mobile
55552,20037,2026-01-30,Debit,340.03,Retail,New Zealand,Mobile
55553,20095,2026-01-29,Debit,1255.25,Groceries,New Zealand,ATM
55554,20057,2026-03-29,Debit,2352.48,Fuel,New Zealand,ATM
55555,20018,2026-07-08,Credit,2687.01,Travel,Australia,ATM
55556,20201,2026-07-20,Debit,4499.03,Groceries,New Zealand,ATM
55557,20128,2026-07-27,Credit,4419.02,Transfer,New Zealand,Branch
55558,20299,2026-01-09,Debit,4413.56,ATM,New Zealand,POS
55559,20287,2026-06-11,Debit,1073.01,Dining,New Zealand,Mobile
55560,20073,2026-05-03,Credit,3281.84,ATM,New Zealand,POS
55561,20200,2026-01-27,Credit,780.9,ATM,New Zealand,Branch
55562,20184,2026-06-22,Debit,16.04,Salary,New Zealand,POS
55563,20312,2026-01-05,Credit,594.72,Travel,New Zealand,Branch
55564,20290,2026-09-17,Debit,4089.64,Groceries,New Zealand,ATM
55565,20140,2026-09-16,Debit,904.11,Healthcare,New Zealand,Branch
55566,20044,2026-02-11,Debit,475.57,Healthcare,New Zealand,Online
55567,20088,2026-08-21,Debit,2230.03,Travel,New Zealand,POS
55568,20019,2026-03-16,Credit,4409.05,Retail,UAE,Online
55569,20054,2026-07-20,Debit,2644.42,Retail,New Zealand,Mobile
55570,20102,2026-03-10,Credit,3144.48,Dining,Canada,POS
55571,20291,2026-04-18,Credit,2042.31,Transfer,New Zealand,Branch
55572,20278,2026-03-29,Debit,2889.06,Utilities,New Zealand,Online
55573,20272,2026-03-16,Credit,3691.87,Dining,New Zealand,Online
55574,20301,2026-07-11,Credit,2090.49,Travel,New Zealand,Mobile
55575,20051,2026-02-14,Debit,3773.56,Groceries,New Zealand,POS
55576,20246,2026-08-26,Debit,1283.91,Groceries,New Zealand,ATM
55577,20182,2026-05-22,Debit,1632.31,ATM,New Zealand,Online
55578,20252,2026-09-14,Debit,1087.15,Retail,New Zealand,Branch
55579,20090,2026-08-18,Credit,2964.64,ATM,New Zealand,Mobile
55580,20093,2026-07-29,Credit,2348.2,Groceries,India,Mobile
55581,20119,2026-06-20,Debit,4376.5,Utilities,Australia,Online
55582,20125,2026-02-26,Credit,136.25,Healthcare,New Zealand,POS
55583,20221,2026-04-29,Debit,2159.32,Healthcare,Australia,POS
55584,20096,2026-09-03,Debit,2970.74,Healthcare,New Zealand,Online
55585,20248,2026-04-14,Credit,3619.06,Transfer,New Zealand,Branch
55586,20155,2026-07-23,Debit,4314.61,Salary,New Zealand,Branch
55587,20171,2026-09-04,Debit,3839.59,Salary,New Zealand,Mobile
55588,20162,2026-06-07,Debit,56.74,Salary,New Zealand,Branch
55589,20012,2026-04-13,Debit,1715.93,Dining,New Zealand,POS
55590,20184,2026-03-30,Debit,4147.22,Groceries,New Zealand,ATM
55591,20107,2026-06-13,Debit,772.33,Travel,Canada,Online
55592,20199,2026-06-09,Credit,328.05,ATM,New Zealand,Branch
55593,20055,2026-07-02,Debit,3711.85,Dining,New Zealand,Online
55594,20253,2026-07-20,Debit,2364.71,Retail,New Zealand,POS
55595,20109,2026-01-01,Credit,2389.54,Utilities,United Kingdom,Mobile
55596,20186,2026-02-06,Debit,2237.07,Healthcare,New Zealand,Mobile
55597,20316,2026-07-15,Credit,4231.42,Utilities,New Zealand,Branch
55598,20271,2026-02-23,Debit,3747.69,Dining,New Zealand,POS
55599,20241,2026-03-28,Debit,2608.87,Dining,New Zealand,Online
55600,20127,2026-04-14,Credit,3991.1,Salary,New Zealand,ATM
55601,20264,2026-02-12,Debit,3363.62,Healthcare,New Zealand,ATM
55602,20154,2026-08-02,Credit,3285.41,Retail,New Zealand,POS
55603,20205,2026-07-31,Debit,2030.25,Salary,Australia,Mobile
55604,20169,2026-04-12,Debit,3364.63,Groceries,Australia,POS
55605,20089,2026-09-11,Debit,4120.28,Fuel,New Zealand,POS
55606,20280,2026-04-10,Debit,3592.73,Fuel,New Zealand,Mobile
55607,20234,2026-08-17,Credit,2148.31,Salary,New Zealand,Mobile
55608,20274,2026-05-23,Debit,956.07,Utilities,New Zealand,POS
55609,20292,2026-09-06,Debit,2023.3,Salary,New Zealand,POS
55610,20062,2026-04-15,Debit,3016.5,Dining,New Zealand,Branch
55611,20221,2026-06-05,Debit,124.53,Travel,New Zealand,Mobile
55612,20140,2026-05-12,Debit,2569.03,Salary,New Zealand,ATM
55613,20061,2026-06-26,Debit,722.78,Dining,New Zealand,Branch
55614,20279,2026-05-29,Debit,1434.18,Utilities,New Zealand,Branch
55615,20081,2026-03-26,Credit,4024.8,Travel,New Zealand,ATM
55616,20267,2026-03-30,Debit,2085.96,Dining,New Zealand,Online
55617,20240,2026-03-08,Debit,135.8,Travel,Australia,Online
55618,20287,2026-05-15,Debit,2777.59,Salary,Australia,Branch
55619,20088,2026-07-11,Debit,2808.41,Fuel,Australia,Branch
55620,20073,2026-07-22,Credit,2636.17,Healthcare,India,Mobile
55621,20012,2026-01-24,Debit,3420.76,Retail,New Zealand,Online
55622,20081,2026-02-11,Credit,2918.69,Fuel,Canada,Branch
55623,20298,2026-06-03,Credit,564.07,Dining,New Zealand,Branch
55624,20155,2026-07-12,Credit,2624.17,Travel,New Zealand,Online
55625,20219,2026-08-05,Debit,2289.39,Dining,New Zealand,ATM
55626,20223,2026-08-25,Credit,4113.25,Travel,New Zealand,Branch
55627,20064,2026-06-25,Credit,3983.76,Healthcare,New Zealand,ATM
55628,20098,2026-08-01,Debit,1248.88,Dining,UAE,Online
55629,20216,2026-01-20,Debit,3910.62,Transfer,United States,Online
55630,20185,2026-06-24,Debit,2826.46,Travel,New Zealand,Online
55631,20153,2026-09-02,Debit,3132.55,Healthcare,New Zealand,ATM
55632,20309,2026-02-04,Debit,2570.19,Groceries,New Zealand,Mobile
55633,20224,2026-05-12,Debit,2562.53,ATM,Australia,POS
55634,20308,2026-02-19,Credit,311.96,Utilities,New Zealand,Mobile
55635,20238,2026-01-09,Debit,2867.56,Utilities,New Zealand,POS
55636,20230,2026-04-20,Debit,158.37,Dining,New Zealand,ATM
55637,20010,2026-07-19,Debit,2434.09,Utilities,Canada,ATM
55638,20089,2026-04-22,Debit,159.02,Utilities,India,ATM
55639,20204,2026-07-10,Credit,2750.44,Transfer,New Zealand,Online
55640,20227,2026-05-03,Credit,3978.7,Fuel,New Zealand,POS
55641,20211,2026-02-19,Credit,2118.37,Groceries,New Zealand,ATM
55642,20056,2026-05-19,Credit,3735.93,Transfer,New Zealand,POS
55643,20179,2026-05-24,Debit,2724.02,Salary,New Zealand,ATM
55644,20052,2026-09-15,Credit,4299.59,Dining,New Zealand,Online
55645,20001,2026-07-07,Debit,3463.28,Dining,New Zealand,Mobile
55646,20223,2026-07-26,Credit,2285.61,Groceries,New Zealand,Online
55647,20131,2026-01-07,Debit,622.47,Travel,New Zealand,POS
55648,20219,2026-08-07,Credit,2693.8,Travel,New Zealand,Branch
55649,20005,2026-06-12,Credit,2615.09,Fuel,New Zealand,Mobile
55650,20017,2026-06-27,Debit,1800.91,Healthcare,United Kingdom,Mobile
55651,20074,2026-07-13,Debit,1254.69,ATM,New Zealand,POS
55652,20158,2026-02-25,Debit,45.35,Transfer,New Zealand,Mobile
55653,20208,2026-04-04,Debit,2687.09,Utilities,India,POS
55654,20090,2026-04-12,Credit,1504.95,Transfer,New Zealand,Mobile
55655,20085,2026-04-20,Credit,344.38,Salary,New Zealand,Mobile
55656,20252,2026-01-09,Credit,1851.03,Fuel,Australia,Online
55657,20236,2026-08-09,Debit,1404.79,Transfer,New Zealand,Mobile
55658,20275,2026-08-25,Debit,2497.42,Transfer,New Zealand,Online
55659,20315,2026-01-28,Debit,4024.87,Utilities,New Zealand,Online
55660,20169,2026-04-15,Credit,3556.12,Utilities,New Zealand,Branch
55661,20310,2026-07-25,Credit,2982.89,Fuel,New Zealand,POS
55662,20078,2026-08-13,Credit,323.02,Salary,New Zealand,Mobile
55663,20265,2026-08-22,Debit,613.99,Dining,Singapore,POS
55664,20210,2026-05-31,Credit,4126.85,Dining,India,ATM
55665,20236,2026-07-24,Credit,1783.96,Utilities,New Zealand,Mobile
55666,20110,2026-03-30,Debit,4247.51,Groceries,United Kingdom,POS
55667,20237,2026-03-22,Debit,3800.26,Dining,New Zealand,ATM
55668,20281,2026-07-28,Debit,3738.62,Transfer,New Zealand,Mobile
55669,20001,2026-09-09,Credit,522.06,Healthcare,Australia,POS
55670,20207,2026-02-22,Debit,4047.22,Healthcare,Canada,Mobile
55671,20261,2026-05-25,Debit,290.08,Groceries,New Zealand,ATM
55672,20033,2026-03-17,Debit,1024.61,Dining,Australia,ATM
55673,20085,2026-04-02,Debit,193.83,Transfer,New Zealand,POS
55674,20238,2026-02-03,Debit,1226.64,Utilities,New Zealand,POS
55675,20068,2026-02-25,Debit,2613.36,Retail,New Zealand,Mobile
55676,20041,2026-07-01,Debit,3292.92,Dining,New Zealand,Branch
55677,20196,2026-03-25,Debit,1761.07,Fuel,New Zealand,Online
55678,20137,2026-06-12,Debit,970.39,Dining,New Zealand,ATM
55679,20104,2026-09-13,Debit,3262.5,Transfer,India,ATM
55680,20173,2026-06-26,Debit,3695.53,Fuel,Australia,ATM
55681,20131,2026-08-06,Debit,60.42,Groceries,New Zealand,Branch
55682,20088,2026-09-03,Credit,2851.59,Healthcare,New Zealand,POS
55683,20140,2026-02-20,Credit,1132.63,Salary,New Zealand,Branch
55684,20293,2026-02-02,Debit,2426.76,Healthcare,New Zealand,Mobile
55685,20230,2026-01-16,Debit,1316.94,Dining,New Zealand,ATM
55686,20318,2026-08-28,Credit,4407.12,Travel,New Zealand,Mobile
55687,20017,2026-02-03,Debit,138.47,Salary,Singapore,Branch
55688,20176,2026-08-07,Debit,3908.02,Transfer,New Zealand,Branch
55689,20255,2026-05-03,Debit,3253.77,Retail,United Kingdom,Online
55690,20135,2026-09-08,Debit,3631.6,Groceries,New Zealand,ATM
55691,20049,2026-03-20,Debit,2452.13,Salary,New Zealand,ATM
55692,20137,2026-09-19,Credit,337.13,Fuel,New Zealand,ATM
55693,20151,2026-03-14,Debit,174.14,Transfer,New Zealand,POS
55694,20054,2026-05-07,Debit,978.17,Healthcare,Singapore,Mobile
55695,20231,2026-05-26,Debit,310.28,Healthcare,New Zealand,Online
55696,20290,2026-01-22,Debit,1173.96,ATM,New Zealand,Mobile
55697,20051,2026-09-09,Credit,2523.52,Retail,New Zealand,Online
55698,20295,2026-02-04,Debit,2685.02,Healthcare,New Zealand,ATM
55699,20206,2026-07-19,Debit,4322.12,Retail,United States,Online
55700,20144,2026-01-17,Credit,2964.16,Fuel,New Zealand,Mobile
55701,20246,2026-01-14,Debit,3560.52,Travel,Australia,ATM
55702,20235,2026-04-08,Debit,3949.39,Groceries,New Zealand,Branch
55703,20149,2026-02-01,Debit,3347.35,Utilities,United Kingdom,Mobile
55704,20076,2026-08-07,Debit,4184.66,Travel,New Zealand,Mobile
55705,20164,2026-05-30,Debit,717.21,ATM,New Zealand,Mobile
55706,20235,2026-09-04,Credit,4386.59,Retail,India,Mobile
55707,20306,2026-04-08,Debit,3909.15,ATM,New Zealand,ATM
55708,20224,2026-05-25,Debit,4098.68,Transfer,New Zealand,Mobile
55709,20130,2026-06-29,Debit,2577.19,ATM,New Zealand,Online
55710,20294,2026-06-04,Credit,3472.24,Salary,New Zealand,Mobile
55711,20255,2026-02-01,Debit,3189.9,Retail,New Zealand,Mobile
55712,20071,2026-02-09,Debit,743.08,Transfer,Singapore,Branch
55713,20157,2026-01-23,Debit,2004.96,Transfer,New Zealand,ATM
55714,20166,2026-01-23,Debit,2113.58,ATM,Japan,Branch
55715,20170,2026-05-19,Debit,1174.18,Salary,United States,ATM
55716,20160,2026-06-27,Debit,1118.71,Travel,Australia,Mobile
55717,20266,2026-06-10,Credit,4279.3,Fuel,New Zealand,POS
55718,20319,2026-05-30,Credit,452.37,ATM,Canada,Branch
55719,20211,2026-01-05,Debit,548.57,Healthcare,New Zealand,ATM
55720,20056,2026-04-03,Debit,203.86,Fuel,New Zealand,POS
55721,20095,2026-03-25,Debit,2231.41,Groceries,New Zealand,Online
55722,20307,2026-07-23,Debit,3883.35,Salary,Singapore,POS
55723,20045,2026-05-23,Debit,200.3,Salary,New Zealand,Mobile
55724,20077,2026-05-05,Debit,2993.71,ATM,Canada,POS
55725,20276,2026-03-19,Debit,3335.15,Salary,New Zealand,Mobile
55726,20061,2026-01-19,Debit,3436.15,Transfer,New Zealand,Online
55727,20223,2026-05-20,Debit,28.58,Utilities,New Zealand,ATM
55728,20164,2026-02-11,Debit,1446.28,Utilities,Australia,Branch
55729,20224,2026-07-03,Credit,317.06,Utilities,New Zealand,Online
55730,20261,2026-05-26,Debit,4351.8,Retail,New Zealand,Branch
55731,20156,2026-03-29,Debit,578.68,Dining,New Zealand,Branch
55732,20023,2026-04-14,Credit,2496.41,Healthcare,New Zealand,Mobile
55733,20294,2026-04-01,Debit,2085.13,Fuel,Canada,ATM
55734,20317,2026-09-12,Debit,539.17,Transfer,India,POS
55735,20224,2026-04-09,Debit,2976.42,Dining,New Zealand,POS
55736,20181,2026-04-27,Credit,3259.55,Utilities,New Zealand,Branch
55737,20010,2026-03-14,Debit,3968.64,Utilities,New Zealand,Online
55738,20044,2026-09-16,Debit,1413.55,Transfer,United States,Online
55739,20158,2026-09-08,Debit,4011.69,Healthcare,New Zealand,Mobile
55740,20087,2026-01-16,Debit,452.72,Healthcare,New Zealand,POS
55741,20111,2026-07-19,Debit,1138.06,Salary,New Zealand,POS
55742,20142,2026-02-04,Debit,2882.99,Healthcare,New Zealand,Branch
55743,20161,2026-05-31,Debit,3821.01,Travel,New Zealand,ATM
55744,20017,2026-05-25,Debit,588.17,Transfer,Australia,Online
55745,20302,2026-09-06,Debit,3879.38,Utilities,New Zealand,Online
55746,20280,2026-07-17,Debit,166.67,Fuel,New Zealand,ATM
55747,20133,2026-06-02,Debit,587.66,Healthcare,New Zealand,Branch
55748,20036,2026-08-21,Credit,2416.7,Travel,Canada,Branch
55749,20295,2026-02-09,Credit,709.13,Groceries,New Zealand,Mobile
55750,20025,2026-01-18,Debit,3391.4,Travel,New Zealand,Branch
55751,20076,2026-09-13,Debit,1141.82,Groceries,New Zealand,Online
55752,20209,2026-01-02,Debit,3923.13,ATM,New Zealand,POS
55753,20202,2026-06-02,Credit,3257.17,Dining,New Zealand,Mobile
55754,20101,2026-08-25,Debit,1733.47,Travel,Australia,Branch
55755,20196,2026-08-26,Debit,3530.39,Salary,New Zealand,Branch
55756,20040,2026-07-05,Debit,3458.02,Utilities,New Zealand,POS
55757,20080,2026-06-15,Debit,1637.09,Groceries,New Zealand,Mobile
55758,20040,2026-07-28,Credit,3871.21,Retail,New Zealand,Mobile
55759,20234,2026-06-01,Credit,866.28,Transfer,New Zealand,Online
55760,20051,2026-02-27,Debit,1469.38,Healthcare,New Zealand,POS
55761,20139,2026-04-04,Debit,2154.59,Utilities,New Zealand,Branch
55762,20040,2026-01-30,Credit,2817.16,Travel,United States,Mobile
55763,20160,2026-07-07,Credit,1506.68,Travel,Japan,ATM
55764,20050,2026-09-07,Debit,3481.09,Salary,New Zealand,ATM
55765,20035,2026-06-21,Debit,3330.69,Groceries,New Zealand,POS
55766,20041,2026-05-06,Credit,399.38,Utilities,New Zealand,Branch
55767,20013,2026-07-08,Debit,295.5,Fuel,New Zealand,POS
55768,20103,2026-09-03,Debit,3297.63,Transfer,New Zealand,Branch
55769,20310,2026-05-07,Debit,98.46,Salary,UAE,ATM
55770,20190,2026-08-31,Debit,1381.53,Retail,New Zealand,Mobile
55771,20209,2026-07-16,Debit,970.43,Healthcare,New Zealand,ATM
55772,20088,2026-05-30,Debit,2107.69,ATM,New Zealand,Branch
55773,20253,2026-08-22,Debit,576.49,Salary,New Zealand,POS
55774,20088,2026-06-21,Debit,2333.6,Salary,New Zealand,Online
55775,20126,2026-06-30,Credit,602.18,ATM,New Zealand,POS
55776,20074,2026-07-21,Debit,4102.2,Dining,New Zealand,Mobile
55777,20135,2026-06-14,Credit,3421.28,ATM,New Zealand,ATM
55778,20138,2026-06-10,Debit,4475.56,Transfer,New Zealand,Branch
55779,20163,2026-06-28,Debit,3739.38,Salary,Australia,Mobile
55780,20034,2026-05-30,Debit,2403.23,Travel,Canada,ATM
55781,20070,2026-05-04,Credit,3542.74,Dining,New Zealand,ATM
55782,20084,2026-05-31,Debit,4143.43,Salary,New Zealand,Mobile
55783,20116,2026-06-01,Credit,1212.28,Retail,New Zealand,Mobile
55784,20124,2026-04-09,Debit,2028.53,Salary,New Zealand,POS
55785,20261,2026-07-29,Credit,291.96,Transfer,India,ATM
55786,20227,2026-03-15,Debit,1729.41,Salary,New Zealand,POS
55787,20127,2026-06-21,Debit,1566.23,Groceries,Australia,Mobile
55788,20280,2026-04-30,Debit,2218.06,Transfer,New Zealand,Mobile
55789,20207,2026-06-02,Credit,4247.96,Transfer,New Zealand,Branch
55790,20278,2026-08-10,Debit,1398.35,ATM,New Zealand,POS
55791,20114,2026-02-19,Credit,998.11,Dining,New Zealand,Branch
55792,20211,2026-05-26,Credit,2678.51,ATM,New Zealand,Mobile
55793,20281,2026-03-31,Debit,2093.85,Dining,New Zealand,POS
55794,20030,2026-01-11,Debit,3100.18,Fuel,New Zealand,POS
55795,20297,2026-06-20,Debit,330.68,Fuel,New Zealand,Branch
55796,20057,2026-05-27,Debit,733.99,ATM,New Zealand,ATM
55797,20217,2026-03-07,Debit,791.98,Utilities,New Zealand,Mobile
55798,20181,2026-06-02,Credit,1071.15,Retail,New Zealand,Online
55799,20053,2026-07-18,Credit,3294.71,Fuel,New Zealand,ATM
55800,20038,2026-08-19,Credit,3464.9,ATM,New Zealand,Branch
55801,20300,2026-03-11,Debit,1620.0,Travel,New Zealand,Mobile
55802,20089,2026-05-23,Credit,2541.72,Utilities,New Zealand,Branch
55803,20150,2026-03-29,Debit,2489.28,Retail,New Zealand,ATM
55804,20220,2026-01-05,Credit,2886.33,Dining,United States,Mobile
55805,20015,2026-07-28,Credit,608.43,Travel,United Kingdom,Mobile
55806,20153,2026-08-17,Debit,300.04,Fuel,New Zealand,POS
55807,20138,2026-07-19,Credit,1496.26,ATM,New Zealand,Branch
55808,20178,2026-03-04,Credit,911.43,Salary,New Zealand,Online
55809,20188,2026-07-22,Credit,2327.55,Utilities,New Zealand,POS
55810,20152,2026-04-16,Credit,2901.85,ATM,India,POS
55811,20054,2026-08-07,Credit,1052.6,Dining,New Zealand,POS
55812,20181,2026-01-06,Debit,1818.62,Dining,New Zealand,Branch
55813,20220,2026-02-11,Credit,3732.05,ATM,New Zealand,Branch
55814,20012,2026-04-28,Debit,3786.11,Travel,New Zealand,Branch
55815,20207,2026-05-30,Debit,1721.79,Dining,New Zealand,ATM
55816,20191,2026-07-02,Credit,3535.51,Groceries,New Zealand,POS
55817,20243,2026-06-12,Debit,2310.32,Utilities,Japan,Branch
55818,20195,2026-06-22,Credit,3360.57,Healthcare,Canada,Mobile
55819,20135,2026-03-30,Debit,651.04,Healthcare,Singapore,Branch
55820,20316,2026-03-20,Debit,4365.67,Salary,New Zealand,Branch
55821,20242,2026-07-08,Credit,4031.88,Retail,New Zealand,Branch
55822,20021,2026-05-09,Debit,1518.09,ATM,New Zealand,ATM
55823,20005,2026-02-05,Debit,2477.47,Dining,New Zealand,ATM
55824,20033,2026-05-28,Debit,1489.21,Salary,United Kingdom,ATM
55825,20091,2026-04-07,Debit,3804.27,Healthcare,New Zealand,ATM
55826,20009,2026-05-26,Debit,1885.82,Healthcare,Australia,Online
55827,20295,2026-08-07,Debit,1516.47,Retail,India,Mobile
